Word,Lemmas
imbecility,imbecilities
imbed,imbedded;imbedding;imbeds
imbibe,imbibed;imbibing;imbibes
imbibition,imbibitions
imbroglio,imbroglios
imbue,imbued;imbuing;imbues
imitate,imitating;imitated;imitates
imitation,imitations
imitator,imitators
immanence,immanences
immature,immatures
immaturity,immaturities
immediacy,immediacies
immediate,immediacy;immediately;immediateness
immensity,immensities
immerse,immersed;immersing;immerses
immersion,immersions
immigrant,immigrants
immigrate,immigrated;immigrates;immigrating
immigration,immigrations
imminence,imminences
imminent,imminents
immobility,immobilities
immobilization,immobilizations
immobilize,immobilized;immobilizes;immobilizing
immorality,immoralities
immortal,immortals
immortality,immortalities
immortalize,immortalized;immortalizing;immortalizes
immovable,immovables
immune,immunes
immune-system,immunesystem;immunesystems;immune system;immune systemsimmunesystem;immunesystems;immune system;immune systems
immunity,immunities
immunization,immunizations
immunize,immunized;immunizing;immunizes
immunize-,immunize;immunizes;immunize ;immunize s
immunoassay,immunoassays
immunodeficiency,immunodeficiencies
immunofluorescence,immunofluorescences
immunogenicity,immunogenicities
immunoglobulin,immunoglobulins
immunohistochemistry,immunohistochemistries
immunology,immunologies
immunoreactivity,immunoreactivities
immunosuppression,immunosuppressions
immunosuppressive,immunosuppressives
immure,immured;immures;immuring
immutable,immutables
imp,imps
impact,impacts;impacted;impacting;impactings
impair,impaired;impairs;impairing
impairment,impairments
impala,impalas
impale,impaled;impaling;impales
impanel,impanels;impanelling;impanelled
impart,imparted;imparting;imparts
impartiality,impartialities
impasse,impasses
impatience,impatiences
impeach,impeached;impeaching;impeaches
impeachment,impeachments
impedance,impedances
impede,impeded;impeding;impedes
impediment,impediments
impel,impelled;impels;impelling
impeller,impellers
impend,impends;impending;impended
imperative,imperatives
imperfect,imperfects
imperfection,imperfections
imperfective,imperfectives
imperial,imperials
imperialism,imperialisms
imperialist,imperialists
imperil,imperilled;imperilling;imperils
imperium,imperiums
impermanence,impermanences
impermeability,impermeabilities
impersonate,impersonating;impersonates;impersonated
impersonation,impersonations
impersonator,impersonators
impertinence,impertinences
impetuosity,impetuosities
impetus,impetus
impiety,impieties
impinge,impinged;impinges;impinging
implant,implanted;implants;implanting
implantation,implantations
implement,implemented;implementing;implements
implementation,implementations
implicate,implicated;implicating;implicates
implication,implications
implicature,implicatures
implied-trust,impliedtrust;impliedtrusts;implied trust;implied trusts
implode,imploded;implodes;imploding
implore,implored;imploring;implores
implosion,implosions
imply,implies;implied;implying
impoliteness,impolitenesses
imponderable,imponderables
import,imports;imported;importing
importance,importances
important,importantly;unimportant
importation,importations
importer,importers
importune,importuned;importuning;importunes
importunity,importunities
impose,imposed;imposing;imposes
imposition,impositions
impossibility,impossibilities
impossible,impossibles
imposter,imposters
impostor,impostors
impotence,impotences
impound,impounded;impounding;impounds
impoverish,impoverishing;impoverishes;impoverished
impoverishment,impoverishments
imprecation,imprecations
imprecision,imprecisions
impregnate,impregnated;impregnating;impregnates
impregnation,impregnations
impresario,impresarios
impress,impressed;impressing;impresses
impression,impressions
impressionism,impressionisms
impressionist,impressionists
impressment,impressments
imprimatur,imprimaturs
imprint,imprinted;imprints;imprinting
imprison,imprisoned;imprisoning;imprisons
imprisonment,imprisonments
improbability,improbabilities
improbable,improbables
impromptu,impromptus
impropriety,improprieties
improve,improved;improving;improves
improvement,improvements
improver,improvers
improvisation,improvisations
improvise,improvised;improvising;improvises
imprudence,imprudences
impudence,impudences
impugn,impugned;impugning;impugns
impulse,impulses
impulsiveness,impulsivenesses
impunity,impunities
impurity,impurities
imputation,imputations
impute,imputed;imputing;imputes
in,ins
in-a-big-way,inabigway;inabigways;in a big way;in a big ways
in-a-fix,inafix;inafixs;in a fix;in a fixs
in-a-flash,inaflash;inaflashs;in a flash;in a flashs
in-a-nutshell,inanutshell;inanutshells;in a nutshell;in a nutshells
in-a-row,inarow;inarows;in a row;in a rows
in-a-rut,inarut;inaruts;in a rut;in a ruts
in-a-sense,inasense;inasenses;in a sense;in a senses
in-actual-fact,inactualfact;inactualfacts;in actual fact;in actual facts
in-advance,inadvance;inadvances;in advance;in advances
in-all,inall;inalls;in all;in alls
in-all-likelihood,inalllikelihood;inalllikelihoods;in all likelihood;in all likelihoods
in-all-probability,inallprobability;inallprobabilitys;in all probability;in all probabilitys
in-any-case,inanycase;inanycases;in any case;in any cases
in-any-event,inanyevent;inanyevents;in any event;in any events
in-association-with,inassociationwith;inassociationwiths;in association with;in association withs
in-attendance,inattendance;inattendances;in attendance;in attendances
in-brief,inbrief;inbriefs;in brief;in briefs
in-bulk,inbulk;inbulks;in bulk;in bulks
in-cold-blood,incoldblood;incoldbloods;in cold blood;in cold bloods
in-conclusion,inconclusion;inconclusions;in conclusion;in conclusions
in-confidence,inconfidence;inconfidences;in confidence;in confidences
in-demand,indemand;indemands;in demand;in demands
in-depth,indepth;indepths;in depth;in depths
in-detail,indetail;indetails;in detail;in details
in-due-course,induecourse;induecourses;in due course;in due courses
in-effect,ineffect;ineffects;in effect;in effects
in-essence,inessence;inessences;in essence;in essences
in-fact,infact;infacts;in fact;in facts
in-force,inforce;inforces;in force;in forces
in-front,infront;infronts;in front;in fronts
in-full,infull;infulls;in full;in fulls
in-general,ingeneral;ingenerals;in general;in generals
in-hand,inhand;inhands;in hand;in hands
in-isolation,inisolation;inisolations;in isolation;in isolations
in-its-infancy,initsinfancy;initsinfancys;in its infancy;in its infancys
in-itself,initself;initselfs;in itself;in itselfs
in-law,in-laws;inlaw;in law;inlaws;in laws;inlaw;inlaws;in law;in laws
in-love,inlove;inloves;in love;in loves
in-miniature,inminiature;inminiatures;in miniature;in miniatures
in-moderation,inmoderation;inmoderations;in moderation;in moderations
in-my-humble-opinion,inmyhumbleopinion;inmyhumbleopinions;in my humble opinion;in my humble opinions
in-no-time,innotime;innotimes;in no time;in no times
in-no-uncertain-terms,innouncertainterms;innouncertaintermss;in no uncertain terms;in no uncertain termss
in-other-words,inotherwords;inotherwordss;in other words;in other wordss
in-part,inpart;inparts;in part;in parts
in-particular,inparticular;inparticulars;in particular;in particulars
in-person,inperson;inpersons;in person;in persons
in-perspective,inperspective;inperspectives;in perspective;in perspectives
in-place,inplace;inplaces;in place;in places
in-practice,inpractice;inpractices;in practice;in practices
in-private,inprivate;inprivates;in private;in privates
in-progress,inprogress;inprogresss;in progress;in progresss
in-proportion-to,inproportionto;inproportiontos;in proportion to;in proportion tos
in-public,inpublic;inpublics;in public;in publics
in-reserve,inreserve;inreserves;in reserve;in reserves
in-response-to,inresponseto;inresponsetos;in response to;in response tos
in-retrospect,inretrospect;inretrospects;in retrospect;in retrospects
in-return,inreturn;inreturns;in return;in returns
in-reverse,inreverse;inreverses;in reverse;in reverses
in-safe-hands,insafehands;insafehandss;in safe hands;in safe handss
in-season,inseason;inseasons;in season;in seasons
in-secret,insecret;insecrets;in secret;in secrets
in-short,inshort;inshorts;in short;in shorts
in-stock,instock;instocks;in stock;in stocks
in-store,instore;instores;in store;in stores
in-tears,intears;intearss;in tears;in tearss
in-that,inthat;inthats;in that;in thats
in-that-case,inthatcase;inthatcases;in that case;in that cases
in-the-bargain,inthebargain;inthebargains;in the bargain;in the bargains
in-the-blink-of-an-eye,intheblinkofaneye;intheblinkofaneyes;in the blink of an eye;in the blink of an eyes
in-the-clear,intheclear;intheclears;in the clear;in the clears
in-the-dark,inthedark;inthedarks;in the dark;in the darks
in-the-end,intheend;intheends;in the end;in the ends
in-the-fast-lane,inthefastlane;inthefastlanes;in the fast lane;in the fast lanes
in-the-first-place,inthefirstplace;inthefirstplaces;in the first place;in the first places
in-the-future,inthefuture;inthefutures;in the future;in the futures
in-the-long-run,inthelongrun;inthelongruns;in the long run;in the long runs
in-the-long-term,inthelongterm;inthelongterms;in the long term;in the long terms
in-the-meantime,inthemeantime;inthemeantimes;in the meantime;in the meantimes
in-the-middle-of-nowhere,inthemiddleofnowhere;inthemiddleofnowheres;in the middle of nowhere;in the middle of nowheres
in-the-morning,inthemorning;inthemornings;in the morning;in the mornings
in-the-near-future,inthenearfuture;inthenearfutures;in the near future;in the near futures
in-the-picture,inthepicture;inthepictures;in the picture;in the pictures
in-the-process,intheprocess;intheprocesss;in the process;in the processs
in-the-same-way,inthesameway;inthesameways;in the same way;in the same ways
in-the-short-term,intheshortterm;intheshortterms;in the short term;in the short terms
in-theory,intheory;intheorys;in theory;in theorys
in-those-days,inthosedays;inthosedayss;in those days;in those dayss
in-time,intime;intimes;in time;in times
in-tune,intune;intunes;in tune;in tunes
in-turn,inturn;inturns;in turn;in turns
in-vain,invain;invains;in vain;in vains
in-writing,inwriting;inwritings;in writing;in writings
in-your-heart,inyourheart;inyourhearts;in your heart;in your hearts
inability,inabilities
inaccessibility,inaccessibilities
inaccuracy,inaccuracies
inaction,inactions
inactivate,inactivated;inactivating;inactivates
inactivation,inactivations
inactivity,inactivities
inadequacy,inadequacies
inadequate,inadequates
inadvertence,inadvertences
inanimate,inanimates
inanity,inanities
inappropriateness,inappropriatenesses
inarticulate,inarticulates;inarticulated
inattention,inattentions
inaugural,inaugurals
inaugurate,inaugurated;inaugurating;inaugurates
inauguration,inaugurations
inbreed,inbreeding
incandescence,incandescences
incandescent,incandescents
incantation,incantations
incapability,incapabilities
incapacitate,incapacitated;incapacitating;incapacitates
incapacity,incapacities
incarcerate,incarcerated;incarcerating;incarcerates
incarceration,incarcerations
incarnate,incarnated;incarnates;incarnating
incarnation,incarnations
incase,incases;incasing;incased
incendiary,incendiaries
incense,incensed;incenses;incensing
incentive,incentives
inception,inceptions
incest,incests
inch,inches;inched;inching
incidence,incidences
incident,incidents
incidental,incidentals
incinerate,incinerated;incinerating;incinerates
incineration,incinerations
incinerator,incinerators
incise,incised;incising;incises
incision,incisions
incisor,incisors
incite,inciting;incites;incited
incitement,incitements
incivility,incivilities
inclination,inclinations
incline,inclined;inclining;inclines;inclinings
include,included;includes;including;includings
inclusion,inclusions
incognito,incognitos
incoherence,incoherences
income,incomes
incomer,incomers
incoming,incomings
incompatibility,incompatibilities
incompatible,incompatibles
incompetence,incompetences
incompetent,incompetents
incompleteness,incompletenesses
incomprehension,incomprehensions
inconclusive,inconclusives
incongruity,incongruities
inconsequence,inconsequences
inconsistency,inconsistencies
inconstancy,inconstancies
incontinence,incontinences
inconvenience,inconvenienced;inconveniences;inconveniencing
incorporate,incorporated;incorporating;incorporates
incorporation,incorporations
incorrect,incorrects
incorruptible,incorruptibles
increase,increased;increases;increasing
incredible,incredibly;incredibles
incredulity,incredulities
increment,increments;incremented;incrementing
incremental,incrementals
incriminate,incriminated;incriminating;incriminates
incrimination,incriminations
incubate,incubated;incubating;incubates
incubation,incubations
incubator,incubators
incubus,incubi
inculcate,inculcated;inculcating;inculcates
inculcation,inculcations
incumbency,incumbencies
incumbent,incumbents
incur,incurred;incurring;incurs
incurable,incurables
incurrence,incurrences
incursion,incursions;incursion
indebtedness,indebtednesses
indecency,indecencies
indecision,indecisions
indefinable,indefinables
indefinite-article,indefinitearticle;indefinitearticles;indefinite article;indefinite articles
indemnification,indemnifications
indemnify,indemnified;indemnifies;indemnifying
indemnity,indemnities
indent,indented;indents;indenting
indentation,indentations
indenture,indentures;indentured;indenturing
independence,independences
independent,independents
indeterminacy,indeterminacies
index,indices;indexes;indexed;indexing
indexation,indexations
indexer,indexers
indexical,indexicals
india,indias
indian,indians
indicate,indicated;indicates;indicating
indication,indications
indicative,indicatives
indicator,indicators
indict,indicted;indicting;indicts
indictment,indictments
indie,indies
indifference,indifferences
indigent,indigents
indigestion,indigestions
indignation,indignations
indignity,indignities
indigo,indigos
indirect,indirects
indirection,indirections
indiscipline,indisciplined
indiscretion,indiscretions
indiscriminate,indiscriminating
indispensable,indispensables
indispose,indisposes;indisposing;indisposed
indisposition,indispositions
indistinctness,indistinctnesses
indium,indiums
individual,individuals
individual-evidence,individualevidence;individualevidences;individual evidence;individual evidences
individualism,individualisms
individualist,individualists
individuality,individualities
individualization,individualizations
individualize,individualized;individualizing;individualizes
individuate,individuated;individuates;individuating
individuation,individuations
indivisible,indivisibles
indoctrinate,indoctrinated;indoctrinating;indoctrinates
indoctrination,indoctrinations
indolence,indolences
indomethacin,indomethacins
indoor,indoors
induce,induced;induces;inducing;inducings
inducement,inducements
inducer,inducers
induct,inducted;inducting;inducts
inductance,inductances
inductee,inductees
induction,inductions
inductivist,inductivists
inductor,inductors
indulge,indulged;indulging;indulges
indulgence,indulgences
industrial,industrials
industrialism,industrialisms
industrialist,industrialists
industrialization,industrializations;industrialisation;industrialisations
industrialize,industrializing;industrialized;industrializes;industrialise;industrialises;industrialised;industrialising;industrialisings
industry,industries
indwell,indwells;indwelt;indwelling
inebriate,inebriates;inebriating
ineffectiveness,ineffectivenesses
inefficiency,inefficiencies
ineligibility,ineligibilities
ineligible,ineligibles
ineptitude,ineptitudes
inequality,inequalities
inequity,inequities
inertia,inertias
inertial,inertials
inessential,inessentials
inevitability,inevitabilities
inevitable,inevitables
inexperience,inexperienced
infallibility,infallibilities
infamy,infamies
infancy,infancies
infant,infants
infanticide,infanticides
infantry,infantries
infantryman,infantrymen
infarct,infarcts
infarction,infarctions
infatuate,infatuates;infatuating;infatuated
infatuation,infatuations
infect,infected;infects;infecting;infectings
infected-,infected;infecteds;infected ;infected s
infection,infections
infection-,infection;infections;infection ;infection s
infective,infectives
infer,inferred;inferring;infers
inference,inferences;inferencing
inferior,inferiors
inferiority,inferiorities
infernal,infernals
inferno,infernos
infertility,infertilities
infest,infested;infesting;infests
infestation,infestations
infidel,infidels
infidelity,infidelities
infield,infields
infielder,infielders
infill,infills
infiltrate,infiltrated;infiltrating;infiltrates
infiltration,infiltrations
infiltrator,infiltrators
infinite,infinites
infinitesimal,infinitesimals
infinitive,infinitives
infinity,infinities;infinitys
infirmary,infirmaries
infirmity,infirmities
infix,infixes;infixing;infixed
inflame,inflamed;inflaming;inflames
inflammation,inflammations
inflatable,inflatables
inflate,inflated;inflating;inflates
inflation,inflations
inflect,inflected;inflects;inflecting
inflection,inflections
inflexibility,inflexibilities
inflexion,inflexions
inflict,inflicted;inflicting;inflicts
infliction,inflictions
inflorescence,inflorescences
inflow,inflows;inflowing
influence,influenced;influences;influencing
influencer,influencers
influential,influentials
